name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
GST REGISTRATION CENTRE (GST SUVIDHA KENDRA),"New No.37, Puliyur 2nd Main Road, 3rd Cross St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",,082206 27627,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
"GST Support Center, ADAYAR,CHENNAI","42/8, 14th Ln, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",,,,,No,No,No,Asian grocery store, Opens 9:30am Sat,None Found
CHENNAI GST AND LEGAL CONSULTANCY PRIVATE LIMITED,"30/93, Greenways Rd, MRC Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,1,4.0,No,No,No,Lawyer, Closes 9pm,None Found
GST Efiling & Consultancy Services LLP,"No. 9/3, Raja complex, 3rd Floor, VK Iyer Road, Mandaveli, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",gstefilingca.com,096001 92192,4,5.0,No,No,No,Tax consultant, Opens 9am Sat,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, Closes 9pm,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
GST office bio-metric,"Commercial Tax and Registrar's Office, Ground Floor, Integrated Building, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 10am Mon,None Found
FileMyIncome,"4/608, VOC Street, Kottivakkam, Rajiv Gandhi Salai, Perungudi, Chennai, Tamil Nadu 600096",,076655 56789,3,5.0,No,No,No,Accounting firm, Opens 9:30am Sat,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
GST Chennai South Preventive,"692, Anna Salai, MHU Complex, Nandanam, Chennai, Tamil Nadu 600015",,,,,No,No,No,Government office, Opens 9am Sat,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
Kanakkupillai,"No.13/22, 1st & 2nd Floor, W Karikalan St, Adambakkam, Chennai, Tamil Nadu 600088",kanakkupillai.com,073053 45345,3066,4.8,No,No,No,Accounting firm, Closes 9pm,None Found
Commercial Tax Office Annex,"CT - ANNEX BUILDING, 1, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",ctd.tn.gov.in,,42,4.0,No,No,No,Government office, Opens 10am Mon,None Found
"Integrated Commercial Taxes building, Nandanam","537, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",ctd.tn.gov.in,,23,4.5,No,No,No,Government office, Opens 10am Mon,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
Gst registration and filing/Courier service international,"1/188, Vanniyar St, Kolapakkam, Chennai, Tamil Nadu 600125",,,1,5.0,No,No,No,Mailing service,,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
Gst Nilayam,"692, MHU Complex, Behind Periyar Building, Nandanam, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 9am Mon,None Found
Commercial Tax and Registration Department,"26FJ+HW6, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,19,4.6,No,No,No,Government office, Opens 10am Mon,None Found
Quick Business Solution,"No.112A, manimegalai street, 2/92, Periyar Salai, Palavakkam, Chennai, Tamil Nadu 600041",qbsind.co.in,099447 75995,8,4.8,No,No,No,Tax consultant, Opens 10am Sat,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
"Z N L & ASSOCIATES, CHARTERED ACCOUNTANTS","4th Street, Sri Ram Ave 2nd St, Natesan Colony, Kottivakkam, Chennai, Tamil Nadu 600041",znlassociates.in,,2,5.0,No,No,No,Certified public accountant, Opens 9am Sat,None Found
Madras Filings,"Flat No-1B, First Floor, Shreyes Sree Chandar, Old No.31, New No-5, 11th Main Rd, near Sree Venkateshwara Super Market, Vijaya Nagar, Velachery, Tamil Nadu 600042",madrasfilings.com,076010 91776,471,4.9,No,No,No,Accounting firm, 8pm ,None Found
Office of the Assistant commissioner of GST and Central Excise,"35QH+57X, Mogappair, Chennai, Tamil Nadu 600037",,,1,5.0,No,No,No,Government office,,None Found
"CGST CHENNAI North Commissionerate,Chennai CGST Zone","26, 1, Uthamar Gandhi Rd, Tirumurthy Nagar, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
Central Excise Office,"26/1, Mahatma Gandhi Road, Subramaniam Colony, Nungambakkam, Chennai, Tamil Nadu 600041",,,1,4.0,No,No,No,Customs office,,None Found
Commercial Tax Office,"27F3+542, Greenways Rd, RA Puram, Thideer Nagar, Chennai, Tamil Nadu 600028",ctd.tn.gov.in,044 2435 7809,2,3.5,No,No,No,Government office, Opens 10am Mon,None Found
"CGST, Chennai South Commissionerate HeadQuarters, Chennai Zone","POOMPUGAR SHIPPING CORPORATION, Mhu Complex, 692, Anna Salai, CIT Nagar East, Nandanam, Chennai, Tamil Nadu 600035",,,2,5.0,No,No,No,Government office, Opens 9:15am Mon,None Found
"CGST Vadapalani, Valasaravakkam, Porur Divisions; Chennai South Commissionerate, Chennai CGST Zone","GROUND FLOOR, LAND MARK, Newry Sonex Towers, 2054 - I METRO STATION, 12th Main Rd, II AVENUE, Anna Nagar West, Chennai, 600040",,,1,4.0,No,No,No,Government office,,None Found
ZoneTax India,"No 33, 17, 1st Cross St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",zonetaxindia.com,099620 05820,90,5.0,No,No,No,Corporate office, 8pm ,None Found
S Sankar Ganesh,"Ground Floor, 28/143, 4th Cross St, Ragavan Colony, Pari Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083",,094439 07771,67,5.0,No,No,No,Tax collector's office, Opens 10am Sat,None Found
mylapore assesment circle (state gst),"26FJ+GV8 Integrated building for Offices of the Commercial taxes and Registration Department, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office,,None Found
Indra Income Tax filing and GST consultants,"plot no, 131, EVR St, Santhosapuram, Vengavasal, Chennai, Tamil Nadu 600073",facebook.com,099620 90954,52,4.9,No,No,No,Consultant, 8pm ,None Found
Guru Easy Tax Solution,"1st Floor, Mahalingam Apartment, No. 500/3, Kuppam Beach Rd, near Murugan Super Market, Valmiki Nagar, Jayaram Nagar, Kottivakkam, Chennai, Tamil Nadu 600041",,,,,No,No,No,Tax consultant,,None Found
Royal Moto,"4/343, Rajiv Gandhi Salai, near by YMCA Grounds, Nehru Nagar, Kottivakkam, Chennai, Tamil Nadu 600041",,098410 88717,210,4.1,No,No,Yes,Motorcycle parts store, Closes 9:30pm,None Found
GST Centre,"Second Floor, Plot No. 7 & 8, 3rd Cross St, Nehuru Nagar Nagar, Perungudi, Chennai, Tamil Nadu 600096",gstcentre.in,,4,4.8,No,No,No,,,None Found
Commercial Tax Deptt.(Kelambakkam),"X66X+62C, Burma Colony, Industrial Estate, Perungudi, Chennai, Tamil Nadu 600096",,,2,1.0,No,No,No,,,None Found
GST SUVIDHA SEWA KENDRAN OFFICE,"NO 6, N Red Hills Rd, Barathy Nagar, Valluvar Nagar, Kolathur, Chennai, Tamil Nadu 600099",,,,,No,No,No,Tax collector's office,,None Found
"Gst support center,pallikkaranai","No 3 6th STREET WEST ANNA NAGAR, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",,,,,No,No,No,Public works department,,None Found
Gst smart consultant,"60, Kumaran Main, K.K.Thazhai, Thirukkalachery, Bhaktavatsalam Nagar, Manali, Chennai, Tamil Nadu 600099",,,,,No,No,No,Association / Organization,,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Chennai South Preventive,"692, Anna Salai, MHU Complex, Nandanam, Chennai, Tamil Nadu 600015",,,,,No,No,No,Government office, Opens 9am Sat,None Found
"Integrated Commercial Taxes building, Nandanam","537, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",ctd.tn.gov.in,,23,4.5,No,No,No,Government office, Opens 10am Mon,None Found
GST office bio-metric,"Commercial Tax and Registrar's Office, Ground Floor, Integrated Building, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 10am Mon,None Found
"CGST, Chennai South Commissionerate HeadQuarters, Chennai Zone","POOMPUGAR SHIPPING CORPORATION, Mhu Complex, 692, Anna Salai, CIT Nagar East, Nandanam, Chennai, Tamil Nadu 600035",,,2,5.0,No,No,No,Government office, Opens 9:15am Mon,None Found
GST Efiling & Consultancy Services LLP,"No. 9/3, Raja complex, 3rd Floor, VK Iyer Road, Mandaveli, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",gstefilingca.com,096001 92192,4,5.0,No,No,No,Tax consultant, Opens 9am Sat,None Found
Gst Nilayam,"692, MHU Complex, Behind Periyar Building, Nandanam, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office, Opens 9am Mon,None Found
Commercial Tax and Registration Department,"26FJ+HW6, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,19,4.6,No,No,No,Government office, Opens 10am Mon,None Found
mylapore assesment circle (state gst),"26FJ+GV8 Integrated building for Offices of the Commercial taxes and Registration Department, Fanepet, Nandanam, Chennai, Tamil Nadu 600035",,,,,No,No,No,Government office,,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
CHENNAI GST AND LEGAL CONSULTANCY PRIVATE LIMITED,"30/93, Greenways Rd, MRC Nagar, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,1,4.0,No,No,No,Lawyer, Closes 9pm,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
"CGST Thiruvottiyur Division,Royapuram Division,Chennai North CGST Commissionerate, Chennai CGST Zone","459,Anna Salai,Anna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,1,4.0,No,No,No,Government office, Opens 9am Mon,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
The Commissioner Of Service Tax,"6th Floor, MHU Complex, 692, Anna Salai, Nandanam, Chennai, Tamil Nadu 600035",commercialtax.assam.gov.in,,7,4.1,No,No,No,Tax department, Opens 9:15am Mon,None Found
"Ananda Office Centre, Central Excise Department","459, Anna Salai, Anna Nagar, Teynampet, Chennai, Tamil Nadu 600015",,,8,4.5,No,No,No,Government office,,None Found
Commercial Tax Office,"27F3+542, Greenways Rd, RA Puram, Thideer Nagar, Chennai, Tamil Nadu 600028",ctd.tn.gov.in,044 2435 7809,2,3.5,No,No,No,Government office, Opens 10am Mon,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
Bright Infosys | GST Training and Certificate Course in Chennai,"Old NO.24A,New No.21, Udithya Complex Aranganathan Subway Road, North Rd, Appavu Nagar, Saidapet, Chennai, Tamil Nadu 600015",brightaccountancy.in,098408 87213,303,4.9,No,No,No,Training center,Open 24 hours,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
Kanakkupillai,"No.13/22, 1st & 2nd Floor, W Karikalan St, Adambakkam, Chennai, Tamil Nadu 600088",kanakkupillai.com,073053 45345,3066,4.8,No,No,No,Accounting firm, Closes 9pm,None Found
G and Son Income tax and GST consultant,"145, 2nd Main St, Kamaraj Nagar, Perungudi, Chennai, Tamil Nadu 600096",,096001 65182,108,5.0,No,No,No,Tax consultant,,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
"GST Support Center, ADAYAR,CHENNAI","42/8, 14th Ln, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",,,,,No,No,No,Asian grocery store, Opens 9:30am Sat,None Found
Commercial Tax Office Annex,"CT - ANNEX BUILDING, 1, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",ctd.tn.gov.in,,42,4.0,No,No,No,Government office, Opens 10am Mon,None Found
"CGST CHENNAI North Commissionerate,Chennai CGST Zone","26, 1, Uthamar Gandhi Rd, Tirumurthy Nagar, Thousand Lights, Chennai, Tamil Nadu 600006",,,1,5.0,No,No,No,Government office,,None Found
GST REGISTRATION CENTRE (GST SUVIDHA KENDRA),"New No.37, Puliyur 2nd Main Road, 3rd Cross St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",,082206 27627,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
Central Excise Office Complex,"459, Anna Salai, Rathna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,4,4.5,No,No,No,Government office,,None Found
DGPM SRU GST CUSTOMS AND EXCISE,"Old No.617, Bharat Kumar Bhavan, 3RD FLOOR, No.418, Anna Salai, Chennai, Tamil Nadu 600006",,,,,No,No,No,Government office,,None Found
ZoneTax India,"No 33, 17, 1st Cross St, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024",zonetaxindia.com,099620 05820,90,5.0,No,No,No,Corporate office, 8pm ,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, Closes 9pm,None Found
GST Consultants in Chennai,"1423, Varaha Valencia, 13th Main Rd, H Block, Anna Nagar West, Chennai, Tamil Nadu 600040",auditdsa.in,096001 89144,3,5.0,No,No,No,Auditor, Opens 10am Sat,None Found
S Sankar Ganesh,"Ground Floor, 28/143, 4th Cross St, Ragavan Colony, Pari Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083",,094439 07771,67,5.0,No,No,No,Tax collector's office, Opens 10am Sat,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
Gst registration and filing/Courier service international,"1/188, Vanniyar St, Kolapakkam, Chennai, Tamil Nadu 600125",,,1,5.0,No,No,No,Mailing service,,None Found
Office of the Assistant commissioner of GST and Central Excise,"35QH+57X, Mogappair, Chennai, Tamil Nadu 600037",,,1,5.0,No,No,No,Government office,,None Found
GST Practitioner Tax Consultant,"2/1379 A, 5th Main Rd, K.V Nagar, Narayana Nagar, Vettuvankeni, Chennai, Tamil Nadu 600115",,,,,No,No,No,Tax preparation service,,None Found
"Thirui Vi Ka Nagar Division, GST Chennai North Commissionerate","Gst Seva Kendra, Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office, Opens 9:30am Mon,None Found
"Gst support center,pallikkaranai","No 3 6th STREET WEST ANNA NAGAR, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",,,,,No,No,No,Public works department,,None Found
gst consultants,"11a mahalakshmi nagar, Ernavur, Chennai, Tamil Nadu 600057",,,,,No,No,No,Tax preparation service,,None Found
GST ATTORNEYS (A Wing of LEXBRAINS),"Survey No.380/10, Shop No.2 First Floor, (Above Archana Bakery Dr.Ambedkar Salai, Pallavaram-Thuraipakkam Rd, S.Kolathur, Kovilambakkam, Chennai, Tamil Nadu 600117",gstattorneys.com,094436 77059,12,5.0,No,No,No,Tax attorney, Opens 10am Sat,None Found
KNS GST Consultant,"8th Cross, 3rd Main Rd, S. Kolathur, Engineers Avenue, Chennai, Tamil Nadu 600117",,090256 78438,4,5.0,No,No,No,Tax consultant,,None Found
"GST and Central Excise, Pallavaram Division","W5G6+29V, Kamarajapuram, Sembakkam, Chennai, Tamil Nadu 600073",,,8,4.4,No,No,No,Government office, Opens 9:15am Mon,None Found
Gst Office,"40, Ranga Colony Main Rd, Ranga Colony, Sembakkam, Rajakilpakkam, Chennai, Tamil Nadu 600073",,044 2227 2004,6,4.3,No,No,No,Government office,,None Found
Indra Income Tax filing and GST consultants,"plot no, 131, EVR St, Santhosapuram, Vengavasal, Chennai, Tamil Nadu 600073",facebook.com,099620 90954,52,4.9,No,No,No,Consultant, 8pm ,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
Tax Office ( Audit Firm ),"Plot no 102,VGP Babu Nagar, 3rd Main Rd, Medavakkam, Chennai, Tamil Nadu 600100",taxoffice.net.in,072002 18799,258,4.9,No,No,No,Auditor, Opens 9:30am Sat,None Found
GST,"Osb, Main Road, Tambaram, Tamil Nadu 600045",greenservices.in,,5,4.4,No,No,No,Social services organization, Opens 10am Sat,None Found
AST Associates,"3, 450, Medavakkam Main Rd, Rose Nagar, Manikandan Nagar, Chennai, Tamil Nadu 600129",,076958 74648,16,5.0,No,No,No,Tax preparation service, Closes 9pm,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
Mahadev Associates,"No.10, Bhavani Complex, 2nd Floor, Medavakkam Main Road, Koot Road, Madipakkam, Chennai, Tamil Nadu 600091",mygstindia.net,073959 09179,209,5.0,No,No,No,Auditor, Opens 10am Sat,None Found
