name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
EDILA MANAGEMENT CONSULTANCY PRIVATE LIMITED,"Post Office, 96, 5th St, near Adyar, Padmanabha Nagar, Adyar, Chennai, Tamil Nadu 600020",edila.in,099400 86450,129,4.9,No,No,No,Auditor, Closes 6pm,None Found
S.P. Associates,"11/10, Jayaram Ave, Shastri Nagar, Adyar, Chennai, Tamil Nadu 600020",spaauditing.com,094440 22256,1,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
NSPN & Associates (Chartered Accountants),"10/33, 2nd Floor, Abirami Corporate centre, Besant Ave Rd, above MI service centre, Urur, Adyar, Chennai, Tamil Nadu 600020",,096554 39171,3,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
T Krishnamurthy Associates,"No L49, New no 31/2/2, Old, 1st Ave, Besant Nagar, Chennai, Tamil Nadu 600090",,098410 17528,2,4.0,No,No,No,Corporate office, Closes 6:30pm,None Found
H G S & CO Chartered Accountants,"No. 4, Ayshwarya Apartments, 6, Coastal Rd, Kalakshetra Colony, Besant Nagar, Chennai, Tamil Nadu 600090",cahsco.com,,,,No,No,No,Chartered accountant, Closes 6:30am Sat,None Found
"iPay Consultancy - Auditor office in chennai, Auditor in chennai, Accountant in Chennai","6/27, Dr Ambedkar St, Lakshmipuram, Radhakrishnan Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",,098400 21070,1,1.0,No,No,No,Auditor,,None Found
S MURALI & ASSOCIATES,"5th St, Padmanabha Nagar, Adyar, Chennai, Tamil Nadu 600004",,,4,4.8,No,No,No,Auditor, Closes 6pm,None Found
PN Muralidharan & Co (Chartered Accountant),"No: 75/9, 1st Main Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600040",,044 2442 5445,1,5.0,No,No,No,Chartered accountant, Closes 7pm,None Found
Anand & Udhav Chartered Accountants,"Flat C, Flossie Enclave, 22 Dr, Vasudevan Nagar Ext Rd, Vasudeva Nagar Extension, Thiruvanmiyur, Chennai, Tamil Nadu 600041",anandudhav.com,044 4232 5011,55,4.8,No,No,No,Chartered accountant, 5:30pm ,None Found
Radhakrishnan S & Co,"10, 5th E St, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",radhakrishnans.co.in,094442 55539,2,4.5,No,No,No,Auditor, 5:30pm ,None Found
Aravind Pavithra & Associates Branch Office,"GF2, Aishwarya Apartment, 19B, 4th Seaward Rd, Valmiki Nagar, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",apaca.in,091763 36045,3,4.7,No,No,No,Certified public accountant, Closes 6pm,None Found
V.Krish & Associates,"M 22/4, 27th Cross Street, Besant Nagar, Chennai, Tamil Nadu 600090",,044 2446 4884,12,4.3,No,No,No,Consultant,,None Found
"Sreedhar, Suresh & Rajagopalan","3B, Green Haven Apartments, 26, 3rd Main Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020",,044 2445 3159,9,4.3,No,No,No,Chartered accountant, Closes 6pm,None Found
Rajes Advisory Services,"No.23 (Old No.11), First Floor, Kamaraj Ave 2nd St, Adyar, Chennai, Tamil Nadu 600020",,044 4215 1333,3,5.0,No,No,No,Tax consultant, Closes 6:30pm,None Found
S.K. MURTHY & ASSOCIATES,"12, Srinivasa Murthy Ave, Baktavatsalm Nagar, Adyar, Chennai, Tamil Nadu 600020",skmurthy.com,044 2499 2968,7,5.0,No,No,No,Accounting firm,,None Found
Santhana and Sivaraman Chartered Accountants,"Flat no.20, II Floor, Dev-Prasanth Apartments New, 63, Gandhi Nagar 1st Main Road, Adyar, Chennai, Tamil Nadu 600020",,044 2440 5838,1,5.0,No,No,No,Certified public accountant, 5pm ,None Found
SunKrish Financial & Corporate Services,"No. T No. 33, 48/B, Annai Velankanni Road, New Colony, Besant Nagar, Chennai, Tamil Nadu 600090",sunkrish.com,098840 54359,1,4.0,No,No,No,Corporate office,,None Found
N.Ramesh and Associates,"1/1, Thiruvengadam St, Baktavatsalm Nagar, Adyar, Chennai, Tamil Nadu 600020",,044 2441 6256,1,5.0,No,No,No,Chartered accountant, Closes 6pm,None Found
United Consultants,"Old no 41/A, New no 70 Sea Point, Beach Rd, Kalakshetra Colony, Besant Nagar, Chennai, Tamil Nadu 600090",unitedconsultants.in,044 2491 0945,25,3.7,No,No,No,Corporate office,,None Found
Quality tax services,"1/168, Venkateshwara Nagar, New Colony, Kolapakkam, Chennai, Tamil Nadu 600122",qualitytaxservice.in,086808 36112,93,4.6,No,No,No,Auditor, Closes 6:30pm,None Found
SHRI LAKSHMI ASSOCIATES,"Bus Depot, No: 39/19, First Floor Shastri Nagar 1st Cross Street, 4th Ln, behind Adyar, Shastri Nagar, Adyar, Chennai, Tamil Nadu 600020",shrilakshmiassociates.com,091761 87060,3,5.0,No,No,No,Financial audit, Closes 7pm,None Found
Shri Accounting,"F3, AKS Mamatha Apartments, Rajagopalan 1st St, Teachers Colony, Valmiki Nagar, Jayaram Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",shriaccounting.com,093801 03403,6,5.0,No,No,No,Accounting firm,,None Found
Taxla Services Private Limited,"19, 3rd Cross St, Kumaran Colony, SBI Colony, Saligramam, Chennai, Tamil Nadu 600093",taxlaservices.com,096000 76134,1051,5.0,No,No,No,Auditor, Closes 7pm,None Found
CA DEEPAK JAIN,"21, Lattice Brg Rd, Padmanabha Nagar, Adyar, Chennai, Tamil Nadu 600020",,,7,5.0,No,No,No,Certified public accountant, Closes 10pm,None Found
V Ramaratnam & Co - Tax Consultant in Chennai | Auditors in Chennai,"2/11, Second Floor, 50th St, Sarvamangala Colony, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600083",vramaratnam.com,098402 77503,72,4.6,No,No,No,Certified public accountant, Closes 6:30pm,None Found
G P V & ASSOCIATES,"8th E St, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",gpva.in,,,,No,No,No,Auditor, Closes 6pm,None Found
.,"3/586 Kalyani street, 3rd Cross St, lakshmanaperumal, Chennai, Tamil Nadu 600041",,,,,No,No,No,Auditor,,None Found
Anand & Udhav Chartered Accountants,"Flat C, Flossie Enclave, 22 Dr, Vasudevan Nagar Ext Rd, Vasudeva Nagar Extension, Thiruvanmiyur, Chennai, Tamil Nadu 600041",anandudhav.com,044 4232 5011,55,4.8,No,No,No,Chartered accountant, 5:30pm ,None Found
Radhakrishnan S & Co,"10, 5th E St, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",radhakrishnans.co.in,094442 55539,2,4.5,No,No,No,Auditor, 5:30pm ,None Found
"iPay Consultancy - Auditor office in chennai, Auditor in chennai, Accountant in Chennai","6/27, Dr Ambedkar St, Lakshmipuram, Radhakrishnan Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",,098400 21070,1,1.0,No,No,No,Auditor,,None Found
Aravind Pavithra & Associates Branch Office,"GF2, Aishwarya Apartment, 19B, 4th Seaward Rd, Valmiki Nagar, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",apaca.in,091763 36045,3,4.7,No,No,No,Certified public accountant, Closes 6pm,None Found
EDILA MANAGEMENT CONSULTANCY PRIVATE LIMITED,"Post Office, 96, 5th St, near Adyar, Padmanabha Nagar, Adyar, Chennai, Tamil Nadu 600020",edila.in,099400 86450,129,4.9,No,No,No,Auditor, Closes 6pm,None Found
Sriram Karthick & Associates - Chartered Accountants,"Plot No. 8/4 Third Cross Street, Nehru Nagar 2nd Main Rd, Nehru Nagar, Perungudi, Chennai, Tamil Nadu 600041",sk-ca.com,072004 83983,42,5.0,No,No,No,Auditor, 5pm ,None Found
G P V & ASSOCIATES,"8th E St, Kamaraj Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",gpva.in,,,,No,No,No,Auditor, Closes 6pm,None Found
Shri Accounting,"F3, AKS Mamatha Apartments, Rajagopalan 1st St, Teachers Colony, Valmiki Nagar, Jayaram Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",shriaccounting.com,093801 03403,6,5.0,No,No,No,Accounting firm,,None Found
Sriram Karthick & Associates,"Kalaignar Street, Rajiv Gandhi Salai, OMR, Chennai, Tamil Nadu 600119",in.linkedin.com,,28,4.9,No,No,No,Chartered accountant, Closes 6pm,None Found
VRKSJP & Co,"4th floor, Tower C, TEK MEADOWS, 51, Rajiv Gandhi Salai, Elcot Sez, Sholinganallur, Chennai, Tamil Nadu 600119",,,1,5.0,No,No,No,Chartered accountant, Closes 7:30pm,None Found
Accountkart - GST | Income Tax filing | Company Formation | Auditing | Chartered Accountant,"11/329A Perumbakkam Main Road, Mambakkam - Medavakkam Main Rd, next to Canara Bank, Medavakkam, Chennai, Tamil Nadu 600100",accountkart.com,080158 39961,58,5.0,No,No,No,Auditor, Closes 8pm,None Found
Silvia Consulting - GST & Tax Consultant - Auditor office,"Pappammal Street, 12/146, Jayaprakash Narayanan St, Medavakkam, Chennai, Tamil Nadu 600100",,094446 41349,94,4.9,No,No,No,Auditor, Closes 10pm,None Found
Tax Office ( Audit Firm ),"Plot no 102,VGP Babu Nagar, 3rd Main Rd, Medavakkam, Chennai, Tamil Nadu 600100",taxoffice.net.in,072002 18799,257,4.9,No,No,No,Auditor, Closes 7pm,None Found
PA ASSOCIATES - AUDITOR OFFICE - MEDAVAKKAM,"1st Floor, 4A, 1st Main Rd, Munusamy Nagar, Vimala Nagar, Medavakkam, Chennai, Tamil Nadu 600100",paassociate.in,073586 16846,22,4.4,No,No,No,Auditor, Closes 7pm,None Found
Rahul R and Associates,"No.29, 1st floor, Rajiv Gandhi Salai, near Vasanth & co, OMR, Sholinganallur, Chennai, Tamil Nadu 600119",,077089 93338,10,4.6,No,No,No,Chartered accountant,,None Found
D.SANKARESWARAN & ASSOCIATES[CHARTERED ACCOUNTANT/INCOME TAX/GST CONSULTANT],"NO-3/37 J.J.MANO COMPLEX, Perumbakkam Main Rd, near ADVENT CHURCH, Perumbakkam, Chennai, Tamil Nadu 600100",kttrds.in,098947 72875,41,4.9,No,No,No,Certified public accountant, Closes 6:30pm,None Found
Complete Financial services,"5/545, Vivekananda Nagar Main Rd, Venous Colony, Sithalapakkam, Chennai, Tamil Nadu 600131",,,8,4.9,No,No,No,Auditor, Closes 6pm,None Found
Narmadha & Associates (auditor),"336, Maheshwari St, Thiruvalluvar Nagar, Green Court, Medavakkam, Chennai, Tamil Nadu 600100",,,7,4.9,No,No,No,Certified public accountant, Closes 6:30pm,None Found
Smartview Filings | Auditor & Tax Consultant in Medavakkam | GST & Income Tax Consultant in Medavakkam | Company Registration,"1/880B, Anna Salai, Nesavalar nagar, Jalladianpet, Medavakkam, Chennai, Tamil Nadu 600100",smartviewfilings.com,097896 55482,99,5.0,No,No,No,Auditor, Closes 9pm,None Found
"S H A N & Associates, Chartered Accountants (CA)","Plot No-10C- F, 4th St, IIT Colony, Pallikaranai, Chennai, Tamil Nadu 600100",shanandassociates.com,099402 15112,61,4.8,No,No,No,Chartered accountant, Closes 7pm,None Found
GT Associates,"No:5, 5/90, Pillaiyar Kovil St, near Srinivasa Perumal Temple, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100",,094442 56302,4,5.0,No,No,No,Auditor, Closes 7pm,None Found
AuditSynergy,"OZONE GREENS PHASE-2, VGP Prabhu Nagar, Perumbakkam, Chennai, Tamil Nadu 600100",auditsynergy.com,098403 13622,3,5.0,No,No,No,Auditor, Closes 9pm,None Found
Tax Hub,"Metro Pillar No 859, No 11/340, MP Complex 1st Floor, Sholinganallur Main Rd, above Airtel Mini Showroom, Medavakkam, Chennai, Tamil Nadu 600100",taxhub.net.in,090038 71616,11,5.0,No,No,No,Tax consultant, Closes 6:30pm,None Found
Mahesh V and Co,"Plot No.21, 2nd Floor, Rukmani Nagar, ECR Link Road, Medavakkam, Perumbakkam, Chennai, Tamil Nadu 600100",mvco.in,081225 88575,6,5.0,No,No,No,Chartered accountant, Closes 7pm,None Found
MS Accounting Services,"1/179, Amaravathi Nagar, Pillaiyar Koil St, Jalladiampet, Pallikaranai, Chennai, Tamil Nadu 600100",msaccountsandtax.com,095666 92087,118,4.9,No,No,No,Accounting firm, Closes 6pm,None Found
BHUVA TAX CONSULTANT,"Upstairs, HDFC ATM, AUDITOR OFFICE, 5/31, Pillaiyar Kovil St, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100",,091762 69665,267,4.9,No,No,No,Tax consultant, Closes 6:30pm,None Found
PA ASSOCIATES - IT Filing Service,"4A, Vimala nagar first main road, Medavakkam, Chennai - 600100, Medavakkam, Chennai, Tamil Nadu 600126",,087544 72172,2,5.0,No,No,No,Auditor, Closes 7pm,None Found
M Suresh & Associates - Chartered Accountant,"3/36, Kumarankudil Mail Road, Okkiyam Thuraipakkam, Rajiv Gandhi Salai, OMR, Chennai, Tamil Nadu 600097",msureshca.com,081442 23810,7,4.7,No,No,No,Auditor, Closes 6:30pm,None Found
TAX ROBO,"KP Complex, Velachery - Tambaram Main Rd, Pallikaranai, Chennai, Tamil Nadu 600100",taxrobo.in,091504 61117,30,4.7,No,No,No,Tax consultant, Closes 7pm,None Found
"S Saranya & Co, Chartered Accountants","Plot 44, Ground Floor, Malarvanam Shalimar Garden 2nd Street, East Coast Rd, Injambakkam, Chennai, Tamil Nadu 600115",,075500 24094,2,5.0,No,No,No,Chartered accountant, 5pm ,None Found
S PAVITHRA & ASSOCIATES,"FIRST FLOOR, VGP RAMAIAH NAGAR, NO:12/590, Mambakkam - Medavakkam Main Rd, Medavakkam, Chennai, Tamil Nadu 600100",,099621 96699,3,5.0,No,No,No,Certified public accountant,,None Found
TAX ROBO - Facilitation Centre,"200B, Mambakkam - Medavakkam Main Rd, Medavakkam, Chennai, Tamil Nadu 600100",taxrobo.in,091504 61117,3,5.0,No,No,No,Auditor, Closes 6pm,None Found
Tax Counters Consultancy & Service,"4/221A, 2nd St, Pallavan Nagar, Medavakkam, Chennai, Tamil Nadu 600100",,093447 86178,7,4.4,No,No,No,Financial audit, Closes 7:30pm,None Found
"Penny and dimes - Internal Audits, Taxation and Accounting","42A, 4th Cross St, PTC Quarters, Thoraipakkam, Tamil Nadu 600097",,096772 42612,11,4.9,No,No,No,Business management consultant, Closes 6pm,None Found
Professional Tax Consultancy,"3/167, Krishna St, Jalladiampet, Padmavathy Nagar, Medavakkam, Chennai, Tamil Nadu 600100",,094441 50971,,,No,No,No,Auditor, Closes 6pm,None Found
Krishnen & Co,"17, 4th Cross St, Chandrasekhar Avenue, Thoraipakkam, Tamil Nadu 600097",rckrishnen.com,044 2458 0541,,,No,No,No,Auditor, Closes 6pm,None Found
Chennai Accounts,"Flat No T3, 3rd Floor, Stepsstone Prasanas Apartment, Ottiambakkam Main Rd, Ottiambakkam, Chennai, Tamil Nadu 600130",chennaiaccounts.com,091767 11779,318,4.9,No,No,No,Accounting firm, 5:30pm ,None Found
Perumbakkam Auditor site,"W655+FP9, Sekaran Nagar, VGP Prabhu Nagar, Medavakkam, Chennai, Tamil Nadu 600100",,,,,No,No,No,Housing society,,None Found
P. S. Kumar & Associates | Chartered Accountants,"Door No. 24, Plot No. 280, 8th Ave Seashore Town, Panaiyur, Chennai, Tamil Nadu 600119",pska.in,,,,No,No,No,Chartered accountant,,None Found
EVS associates Chartered Accountants Medavakkam Chennai,"11/329A, Perumbakkam Main Rd, next to Canara bank, Medavakkam, Branch, Chennai, Tamil Nadu 600100",evsassociates.in,080158 39961,,,No,No,No,Tax preparation service,,None Found
sri venkateswara consultancy service,"2/3, Street No. 13, VALLAL, Pari Nagar, Pallikaranai, Chennai, Tamil Nadu 600100",,,,,No,No,No,Auditor,,None Found
Sriram Karthick & Associates - Chartered Accountants,"Plot No. 8/4 Third Cross Street, Nehru Nagar 2nd Main Rd, Nehru Nagar, Perungudi, Chennai, Tamil Nadu 600041",sk-ca.com,072004 83983,42,5.0,No,No,No,Auditor, 5pm ,None Found
Sri Lakshmi Audit Associates,"46, Balaji Nagar Main Rd, Sri Velmurugan Nagar, Kolathur, Chennai, Tamil Nadu 600099",srilakshmiaudit.com,090944 00000,278,4.9,No,No,No,Auditor, Closes 9pm,None Found
Sri Lakshmi Audit Associates,"46, Balaji Nagar Main Rd, Sri Velmurugan Nagar, Kolathur, Chennai, Tamil Nadu 600099",srilakshmiaudit.com,090944 00000,278,4.9,No,No,No,Auditor, Closes 9pm,None Found
Eshwar & Co Chartered Accountants,"No. 18, FF5, 1st Floor, Lokesh Towers New no 37, Old, Kodambakkam High Rd, nearby Hotel Palm Grove, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",eshwarandco.com,078937 47200,192,5.0,No,No,No,Auditor, Closes 8pm,None Found
"SPR & Co., Chartered Accountants","No. 3, 5th Floor, Apex Plaza, Nungambakkam High Rd, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",,096000 57755,43,4.4,No,No,No,Chartered accountant, Closes 6:30pm,None Found
"SPR & Co., Chartered Accountants","No. 3, 5th Floor, Apex Plaza, Nungambakkam High Rd, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034",,096000 57755,43,4.4,No,No,No,Chartered accountant, Closes 6:30pm,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, Closes 9pm,None Found
Audit Pulse,"05, 13, Thanikachalam St, Subramania Garden, Siruvallur, Perambur, Chennai, Tamil Nadu 600011",,090259 73127,23,5.0,No,No,No,Tax preparation service, Closes 6pm,None Found
Taxla Services Private Limited,"19, 3rd Cross St, Kumaran Colony, SBI Colony, Saligramam, Chennai, Tamil Nadu 600093",taxlaservices.com,096000 76134,1051,5.0,No,No,No,Auditor, Closes 7pm,None Found
Taxla Services Private Limited,"19, 3rd Cross St, Kumaran Colony, SBI Colony, Saligramam, Chennai, Tamil Nadu 600093",taxlaservices.com,096000 76134,1051,5.0,No,No,No,Auditor, Closes 7pm,None Found
Ajay kumar & Associates - Audit and Assurance Services India,"No:09, Yaafa Complex, 4th Floor, Purasaivakkam High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600007",ak-ca.com,091760 89000,21,3.6,No,No,No,Certified public accountant, Closes 7pm,None Found
Ajay kumar & Associates - Audit and Assurance Services India,"No:09, Yaafa Complex, 4th Floor, Purasaivakkam High Rd, Purasaiwakkam, Chennai, Tamil Nadu 600007",ak-ca.com,091760 89000,21,3.6,No,No,No,Certified public accountant, Closes 7pm,None Found
Bhaskara Mohan & Associates - Chartered Accountants,"M S N, Anuradha Flats, C2, 2nd Floor, Block I, Annai Indra Nagar Main Rd, Thoraipakkam, Chennai, Tamil Nadu 600097",,090306 67719,107,5.0,No,No,No,Chartered accountant, Closes 7pm,None Found
Bhaskara Mohan & Associates - Chartered Accountants,"M S N, Anuradha Flats, C2, 2nd Floor, Block I, Annai Indra Nagar Main Rd, Thoraipakkam, Chennai, Tamil Nadu 600097",,090306 67719,107,5.0,No,No,No,Chartered accountant, Closes 7pm,None Found
Virtual Auditor - Company Registration in Chennai,"G131(Ground Floor),Phase, Spencer Plaza Mall, 3, Anna Salai, Triplicane, Chennai, Tamil Nadu 600002",virtualauditor.in,099622 60333,44,4.5,No,No,No,Business management consultant, Closes 7pm,None Found
Virtual Auditor - Company Registration in Chennai,"G131(Ground Floor),Phase, Spencer Plaza Mall, 3, Anna Salai, Triplicane, Chennai, Tamil Nadu 600002",virtualauditor.in,099622 60333,44,4.5,No,No,No,Business management consultant, Closes 7pm,None Found
"Vinod Kannan & Associates, Cost Accountants","2, 4th Cross St, Phase-2, Thirumalai Nagar Annexe, Perungudi, Chennai, Tamil Nadu 600096",vinodkannanassociates.com,088258 85405,1,5.0,No,No,No,Auditor, Closes 6:30pm,None Found
S Kankaria & Co (Chartered Accountants),"2nd floor, 4, 2nd Ave, above RBN Stores, extension, D Block, Annanagar East, Chennai, Tamil Nadu 600102",,094440 64327,15,4.9,No,No,No,Certified public accountant, Closes 7pm,None Found
S Kankaria & Co (Chartered Accountants),"2nd floor, 4, 2nd Ave, above RBN Stores, extension, D Block, Annanagar East, Chennai, Tamil Nadu 600102",,094440 64327,15,4.9,No,No,No,Certified public accountant, Closes 7pm,None Found
"EDWIN & ASSOCIATES, CHARTERED ACCOUNTANTS","2nd floor, No, 67/B, N Park St, Secretariat Colony, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",,099529 72013,99,4.9,No,No,No,Chartered accountant, Closes 9:30pm,None Found
"EDWIN & ASSOCIATES, CHARTERED ACCOUNTANTS","2nd floor, No, 67/B, N Park St, Secretariat Colony, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",,099529 72013,99,4.9,No,No,No,Chartered accountant, Closes 9:30pm,None Found
"V D S R & Co., LLP Chartered Accountants","3-A, Sundaram Apartments, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008",,044 2855 4447,17,4.5,No,No,No,Chartered accountant, Closes 7pm,None Found
"V D S R & Co., LLP Chartered Accountants","3-A, Sundaram Apartments, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008",,044 2855 4447,17,4.5,No,No,No,Chartered accountant, Closes 7pm,None Found
"Diwakar & Associates, Cost Accountants.","Seethal Arcade, 11, 3rd Cross St, Ganga Nagar, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",costhub.in,093611 27226,81,4.9,No,No,No,Accountant, Closes 8:30pm,None Found
"Diwakar & Associates, Cost Accountants.","Seethal Arcade, 11, 3rd Cross St, Ganga Nagar, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",costhub.in,093611 27226,81,4.9,No,No,No,Accountant, Closes 8:30pm,None Found
Audiiter Office (SACS) SENSIBLE AUDIITER CONSULTANCY SERVICES,"27, Madha Church Rd, Mandavelipakkam, Mylapore, Chennai, Tamil Nadu 600028",ueniweb.com,099406 98695,35,4.7,No,No,No,Tax preparation service, Closes 12am,None Found
Audiiter Office (SACS) SENSIBLE AUDIITER CONSULTANCY SERVICES,"27, Madha Church Rd, Mandavelipakkam, Mylapore, Chennai, Tamil Nadu 600028",ueniweb.com,099406 98695,35,4.7,No,No,No,Tax preparation service, Closes 12am,None Found
Auditor Office,"2nd floor, No-67, Eldams Rd, Sriram Colony, Vannia Teynampet, Lubdhi Colony, Alwarpet, Chennai, Tamil Nadu 600018",auditingoffice.lyzoo.co.in,080562 39215,20,5.0,No,No,No,Auditor,,None Found
Auditor Office,"2nd floor, No-67, Eldams Rd, Sriram Colony, Vannia Teynampet, Lubdhi Colony, Alwarpet, Chennai, Tamil Nadu 600018",auditingoffice.lyzoo.co.in,080562 39215,20,5.0,No,No,No,Auditor,,None Found
Albert and Associates chartered accountants,"18 Padmanaban Street, North Usman Road, T. Nagar, Chennai, Tamil Nadu 600017",,099401 44229,6,5.0,No,No,No,Accounting firm, Closes 7pm,None Found
